Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (mph),Distance (mi),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/mi)
2022-11-05,On Demand,Ben Alldis,20,Strength,Bodyweight,20 min Bodyweight Strength,,,,,,,102,,,
2022-11-07,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,890,198,47%,87,20.98,26.21,1211,,,
2022-11-08,On Demand,Ben Alldis,20,Strength,Bodyweight,20 min Bodyweight Strength,,,,,,,101,,,
2022-11-09,On Demand,Jess Sims,30,Strength,Bodyweight,30 min Bodyweight Strength,,,,,,,152,,,
2022-11-10,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,203,226,49%,86,20.65,5.16,277,,,
2022-11-10,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,945,262,54%,83,22.72,22.72,1286,,,
2022-11-10,On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,13,110,44%,63,14.84,0.47,17,,,
2022-11-11,On Demand,Matt Wilpers,10,Cycling,Power Zone,10 min FTP Warm Up Ride,133,222,48%,91,21.65,3.61,182,,,
2022-11-11,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,1151,256,53%,88,23.38,29.18,1566,,,
2022-11-12,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Bodyweight Strength,,,,,,,11,,,
2022-11-12,On Demand,Jess Sims,30,Strength,Bodyweight,30 min Bodyweight Strength,,,,,,,152,,,
2022-11-13,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,217,241,49%,90,21.84,5.46,295,,,
2022-11-13,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,947,263,51%,89,22.97,22.97,1288,,,
2022-11-14,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,1159,258,53%,87,23.43,29.28,1577,,,
2022-11-15,On Demand,Ben Alldis,20,Strength,Bodyweight,20 min Bodyweight Strength,,,,,,,102,,,
2022-11-15,On Demand,Ben Alldis,15,Strength,Bodyweight,15 min Bodyweight Strength,,,,,,,76,,,
2022-11-16,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,210,234,48%,90,21.76,5.44,286,,,
2022-11-16,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,817,227,47%,85,20.66,20.66,1111,,,
2022-11-18,On Demand,Jess Sims,30,Strength,Bodyweight,30 min Bodyweight Strength,,,,,,,152,,,
2022-11-18,On Demand,Ben Alldis,20,Strength,Bodyweight,20 min Bodyweight Strength,,,,,,,102,,,
2022-11-19,On Demand,Kirsten Ferguson,45,Walking,Walk + Run,45 min Walk + Run,0,,,,0,0,396,,,
2022-11-19,On Demand,Matt Wilpers,10,Strength,Strength for Sport,10 min Strength for Runners,,,,,,,51,,,
2022-11-20,On Demand,Jess Sims,30,Strength,Bodyweight,30 min Bodyweight Strength,,,,,,,152,,,
2022-11-20,On Demand,Ben Alldis,10,Strength,Bodyweight,10 min Tropical House Bodyweight,,,,,,,51,,,
2022-11-21,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,217,241,48%,95,22.52,5.63,295,,,
2022-11-21,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,1020,283,54%,89,24.12,24.12,1388,,,
2022-11-22,On Demand,Matt Wilpers,10,Cycling,Power Zone,10 min FTP Warm Up Ride,142,236,48%,96,22.51,3.75,193,,,
2022-11-22,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,1163,258,53%,88,23.42,29.26,1582,,,
2022-11-23,On Demand,Jess Sims,30,Strength,Bodyweight,30 min Bodyweight Strength,,,,,,,152,,,
2022-11-23,On Demand,Ben Alldis,15,Strength,Bodyweight,15 min Bodyweight Strength,,,,,,,76,,,
2022-11-24,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,218,242,48%,94,22.42,5.60,296,,,
2022-11-24,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,680,252,50%,87,22.06,16.55,926,,,
2022-11-25,On Demand,Matt Wilpers,10,Cycling,Power Zone,10 min FTP Warm Up Ride,134,224,47%,94,21.87,3.65,183,,,
2022-11-25,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1387,257,53%,87,23.36,35.03,1888,,,
2022-11-26,On Demand,Ben Alldis,20,Strength,Bodyweight,20 min Bodyweight Strength,,,,,,,101,,,
2022-11-26,On Demand,Ben Alldis,20,Strength,Bodyweight,20 min Bodyweight Strength,,,,,,,102,,,
2022-11-27,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,214,238,48%,93,22.08,5.52,292,,,
2022-11-27,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,769,214,46%,80,19.45,19.45,1047,,,
2022-11-28,On Demand,Matt Wilpers,10,Cycling,Power Zone,10 min FTP Warm Up Ride,140,234,48%,93,22.15,3.69,191,,,
2022-11-28,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,1122,249,53%,86,23.05,28.81,1527,,,
2022-11-29,On Demand,Jess Sims,30,Strength,Bodyweight,30 min Bodyweight Strength,,,,,,,152,,,
2022-11-29,On Demand,Ben Alldis,15,Strength,Bodyweight,15 min Bodyweight Strength,,,,,,,76,,,
2022-11-30,On Demand,Hannah Frankson,45,Running,Endurance,45 min Endurance Run,0,,,,0,0,4,,0,
2022-11-30,On Demand,Hannah Frankson,45,Running,Endurance,45 min Endurance Run,0,,,,0,0,435,,0,
2022-12-01,On Demand,Ben Alldis,20,Strength,Bodyweight,20 min Bodyweight Strength,,,,,,,102,,,
2022-12-01,On Demand,Ben Alldis,20,Strength,Bodyweight,20 min Bodyweight Strength,,,,,,,102,,,
2022-12-02,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,216,240,49%,91,22.20,5.55,294,,,
2022-12-02,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,914,254,50%,88,22.44,22.44,1243,,,
2022-12-03,On Demand,Matt Wilpers,10,Cycling,Power Zone,10 min FTP Warm Up Ride,123,205,47%,87,20.28,3.38,167,,,
2022-12-03,On Demand,Erik Jager,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1373,254,54%,85,23.19,34.78,1869,,,
2022-12-04,On Demand,Ben Alldis,20,Strength,Bodyweight,20 min Bodyweight Strength,,,,,,,102,,,
2022-12-05,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,207,230,48%,89,21.32,5.33,281,,,
2022-12-05,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Max Ride,632,234,46%,82,19.97,14.97,860,,,
2022-12-06,On Demand,Matt Wilpers,10,Cycling,Power Zone,10 min FTP Warm Up Ride,129,215,47%,89,21.06,3.51,175,,,
2022-12-06,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,1137,253,54%,85,23.12,28.90,1548,,,
2022-12-07,On Demand,Adrian Williams,10,Strength,Bodyweight,10 min Bodyweight Strength,,,,,,,51,,,
2022-12-07,On Demand,Jess Sims,30,Strength,Bodyweight,30 min Bodyweight Strength,,,,,,,152,,,
2022-12-07,On Demand,Ben Alldis,10,Strength,Bodyweight,10 min Bodyweight Strength,,,,,,,51,,,
2022-12-08,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,216,240,49%,91,21.97,5.49,294,,,
2022-12-08,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,918,255,56%,79,22.55,22.55,1248,,,
2022-12-09,On Demand,Matt Wilpers,10,Cycling,Power Zone,10 min FTP Warm Up Ride,144,241,48%,95,22.62,3.77,197,,,
2022-12-09,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,1167,259,53%,88,23.49,29.35,1587,,,
2022-12-10,On Demand,Jess Sims,30,Strength,Bodyweight,30 min Bodyweight Strength,,,,,,,152,,,
2022-12-10,On Demand,Ben Alldis,20,Strength,Bodyweight,20 min Bodyweight Strength,,,,,,,101,,,
2022-12-11,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,218,242,48%,95,22.56,5.64,297,,,
2022-12-11,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,867,241,49%,86,21.69,21.69,1179,,,
2022-12-12,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1367,253,53%,86,23.21,34.81,1859,,,
2022-12-13,On Demand,Matt Wilpers,10,Cycling,Power Zone,10 min FTP Warm Up Ride,140,233,48%,94,22.35,3.73,190,,,
2022-12-13,On Demand,Olivia Amato,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,930,258,53%,87,23.36,23.36,1265,,,
2022-12-14,On Demand,Jess Sims,30,Strength,Bodyweight,30 min Bodyweight Strength,,,,,,,152,,,
2022-12-16,,,0,Strength,,Just Lift,,,,,,,,,,
2022-12-16,On Demand,Jess Sims,30,Strength,Bodyweight,30 min Bodyweight Strength,,,,,,,152,,,
2022-12-16,On Demand,Ben Alldis,20,Strength,Bodyweight,20 min Bodyweight Strength,,,,,,,102,,,
2022-12-17,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,210,234,49%,90,21.93,5.48,286,,,
2022-12-17,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,665,246,49%,87,21.66,16.24,905,,,
2022-12-17,On Demand,Emma Lovewell,5,Cycling,Cool Down,5 min Prince Cool Down Ride,21,69,34%,71,12.80,1.07,28,,,
2022-12-18,On Demand,Matt Wilpers,10,Cycling,Power Zone,10 min FTP Warm Up Ride,138,230,47%,93,21.94,3.66,188,,,
2022-12-18,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1371,254,53%,86,23.15,34.74,1866,,,
2022-12-19,On Demand,Ben Alldis,20,Strength,Bodyweight,20 min Bodyweight Strength,,,,,,,100,,,
2022-12-20,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,216,240,49%,92,22.20,5.55,294,,,
2022-12-20,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Max Ride,681,252,49%,83,21.26,15.94,927,,,
2022-12-21,On Demand,Jess Sims,30,Strength,Bodyweight,30 min Bodyweight Strength,,,,,,,152,,,
2022-12-21,On Demand,Jess Sims,20,Strength,Bodyweight,20 min Bodyweight Strength,,,,,,,102,,,
2022-12-22,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,222,247,48%,94,22.42,5.60,302,,,
2022-12-22,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,920,256,50%,89,22.46,22.45,1252,,,
2022-12-23,On Demand,Matt Wilpers,10,Cycling,Power Zone,10 min FTP Warm Up Ride,139,232,48%,94,22.37,3.72,189,,,
2022-12-23,On Demand,Denis Morton,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,0,0,0%,0,0,0,0,,,
2022-12-23,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,925,257,53%,88,23.27,23.27,1259,,,
2022-12-24,On Demand,Ben Alldis,20,Strength,Bodyweight,20 min Bodyweight Strength,,,,,,,102,,,
2022-12-24,On Demand,Ben Alldis,20,Strength,Bodyweight,20 min Bodyweight Strength,,,,,,,102,,,
2022-12-25,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,150,166,44%,82,18.16,4.52,204,,,
2022-12-25,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,75,125,45%,71,17.34,2.89,102,,,
2022-12-26,On Demand,Matt Wilpers,10,Cycling,Power Zone,10 min FTP Warm Up Ride,99,166,42%,91,19.31,3.22,135,,,
2022-12-26,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1032,191,47%,87,20.83,31.25,1404,,,
2022-12-27,On Demand,Jess Sims,30,Strength,Bodyweight,30 min Bodyweight Strength,,,,,,,152,,,
2022-12-28,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,166,184,43%,92,19.86,4.97,226,,,
2022-12-28,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,764,212,52%,82,21.55,21.54,1039,,,
2022-12-29,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1046,194,48%,86,20.96,31.44,1424,,,
2022-12-30,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Top 50 Music Bodyweight: #50-41,,,,,,,152,,,
2023-01-01,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,163,181,43%,93,19.88,4.97,222,,,
2023-01-01,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,692,192,44%,89,19.96,19.95,942,,,
2023-01-02,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,869,193,47%,87,20.80,26.00,1182,,,
2023-01-03,On Demand,Jess Sims,30,Strength,Bodyweight,30 min Bodyweight Strength,,,,,,,152,,,
2023-01-03,On Demand,Callie Gullickson,20,Strength,Bodyweight,20 min 2000s Hip Hop Bodyweight Strength,,,,,,,0,,,
2023-01-04,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,212,235,48%,92,21.81,5.46,288,,,
2023-01-04,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Max Ride,641,237,46%,84,20.23,15.17,872,,,
2023-01-05,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,1103,245,53%,85,22.61,28.26,1501,,,
2023-01-06,On Demand,Ben Alldis,20,Strength,Bodyweight,20 min Bodyweight Strength,,,,,,,102,,,
2023-01-06,On Demand,Ben Alldis,20,Strength,Bodyweight,20 min Bodyweight Strength,,,,,,,102,,,
2023-01-07,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,216,240,48%,93,22.16,5.54,294,,,
2023-01-07,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,935,260,51%,90,23.11,23.11,1273,,,
2023-01-08,On Demand,Sam Yo,15,Cycling,Power Zone,15 min FTP Warm Up Ride,211,234,47%,97,22.42,5.60,287,,,
2023-01-08,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,1158,257,53%,87,23.21,29.02,1575,,,
2023-01-09,On Demand,Jess Sims,30,Strength,Bodyweight,30 min Bodyweight Strength,,,,,,,152,,,
2023-01-10,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,211,234,48%,92,21.77,5.45,287,,,
2023-01-10,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,649,240,48%,87,21.19,15.89,883,,,
2023-01-11,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,1167,259,53%,88,23.45,29.31,1587,,,
2023-01-12,On Demand,Ben Alldis,20,Strength,Bodyweight,20 min Bodyweight Strength,,,,,,,102,,,
2023-01-12,On Demand,Ben Alldis,20,Strength,Bodyweight,20 min Bodyweight Strength,,,,,,,102,,,
2023-01-13,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,209,232,48%,92,21.61,5.41,285,,,
2023-01-13,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,644,239,47%,87,21.12,15.82,876,,,
2023-01-13,On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,56,187,43%,77,17.82,1.48,76,,,
2023-01-14,On Demand,Matt Wilpers,10,Cycling,Power Zone,10 min FTP Warm Up Ride,122,203,47%,87,20.22,3.37,165,,,
2023-01-14,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1340,248,52%,87,22.98,34.46,1823,,,
2023-01-15,On Demand,Callie Gullickson,30,Strength,Bodyweight,30 min Bodyweight Strength,,,,,,,152,,,
2023-01-15,On Demand,Ben Alldis,20,Strength,Bodyweight,20 min Bodyweight Strength,,,,,,,102,,,
2023-01-16,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,208,231,48%,91,21.49,5.37,283,,,
2023-01-16,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,987,274,53%,89,23.54,23.54,1342,,,
2023-01-17,On Demand,Matt Wilpers,10,Cycling,Power Zone,10 min FTP Warm Up Ride,136,227,47%,96,22.02,3.67,185,,,
2023-01-17,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,1163,258,53%,87,23.26,29.07,1582,,,
2023-01-18,On Demand,Ben Alldis,20,Strength,Bodyweight,20 min Bodyweight Strength,,,,,,,102,,,
2023-01-19,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,213,236,48%,93,22.00,5.50,290,,,
2023-01-19,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,656,243,49%,84,21.29,15.97,892,,,
2023-01-20,On Demand,Matt Wilpers,10,Cycling,Power Zone,10 min FTP Warm Up Ride,139,232,47%,94,22.10,3.68,189,,,
2023-01-20,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,1146,255,54%,85,23.20,29.00,1559,,,
2023-01-22,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,213,237,48%,93,21.96,5.49,290,,,
2023-01-22,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,966,268,51%,90,23.19,23.19,1314,,,
2023-01-23,On Demand,Matt Wilpers,10,Cycling,Power Zone,10 min FTP Warm Up Ride,136,227,47%,94,21.87,3.64,185,,,
2023-01-23,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,1135,252,54%,85,23.00,28.75,1545,,,
2023-01-24,On Demand,Jess Sims,30,Strength,Bodyweight,30 min Bodyweight Strength,,,,,,,152,,,
2023-01-25,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,211,234,47%,93,21.68,5.42,287,,,
2023-01-25,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,637,236,48%,85,20.77,15.56,866,,,
2023-01-26,On Demand,Sam Yo,15,Cycling,Power Zone,15 min FTP Warm Up Ride,182,202,46%,87,19.96,4.99,247,,,
2023-01-26,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,1108,246,53%,83,22.45,28.06,1507,,,
2023-01-27,On Demand,Ben Alldis,20,Strength,Bodyweight,20 min Bodyweight Strength,,,,,,,102,,,
2023-01-28,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,190,211,48%,85,20.30,5.07,259,,,
2023-01-28,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,941,261,52%,85,22.63,22.63,1280,,,
2023-01-28,On Demand,Matt Wilpers,10,Cycling,Low Impact,Extra 10: Low Impact Ride,53,89,40%,63,13.03,2.17,73,,,
2023-01-29,On Demand,Matt Wilpers,10,Cycling,Power Zone,10 min FTP Warm Up Ride,130,216,47%,89,20.81,3.47,176,,,
2023-01-29,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1358,252,52%,88,23.02,34.53,1848,,,
2023-01-30,On Demand,Jess Sims,30,Strength,Bodyweight,30 min Bodyweight Strength,,,,,,,152,,,
2023-01-31,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,198,220,47%,88,20.80,5.20,269,,,
2023-01-31,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,682,253,49%,86,21.56,16.17,928,,,
2023-01-31,On Demand,Matt Wilpers,10,Cycling,Low Impact,Extra 10: Low Impact Ride,60,100,40%,70,14.45,2.41,82,,,
2023-02-02,On Demand,Jess Sims,30,Strength,Bodyweight,30 min Bodyweight Strength,,,,,,,152,,,
2023-02-02,On Demand,Ben Alldis,20,Strength,Bodyweight,20 min Bodyweight Strength,,,,,,,102,,,
2023-02-03,On Demand,Sam Yo,15,Cycling,Power Zone,15 min FTP Warm Up Ride,0,0,0%,0,0,0,53,,,
2023-02-03,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,0,0,0%,0,0,0,7,,,
2023-02-03,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,0,0,0%,0,0,0,406,,,
2023-02-04,On Demand,Ben Alldis,20,Strength,Bodyweight,20 min Bodyweight Strength,,,,,,,102,,,
2023-02-04,On Demand,Rebecca Kennedy,30,Strength,Bodyweight,30 min Top 50 Music Bodyweight: #50-41,,,,,,,1,,,
2023-02-04,On Demand,Rad Lopez,20,Strength,Bodyweight,20 min Strength Roll Call: Bodyweight,,,,,,,101,,,
2023-02-05,On Demand,Sam Yo,15,Cycling,Power Zone,15 min FTP Warm Up Ride,0,0,0%,0,0,0,53,,,
2023-02-05,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,0,0,0%,0,0,0,0,,,
2023-02-05,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,0,0,0%,0,0,0,424,,,
2023-02-06,On Demand,Jess Sims,30,Strength,Bodyweight,30 min Bodyweight Strength,,,,,,,152,,,
2023-02-06,On Demand,Ben Alldis,15,Strength,Bodyweight,15 min Bodyweight Strength,,,,,,,76,,,
2023-02-07,On Demand,Ben Alldis,20,Strength,Bodyweight,20 min Bodyweight Strength,,,,,,,102,,,
2023-02-09,On Demand,Jess Sims,30,Strength,Bodyweight,30 min Bodyweight Strength,,,,,,,152,,,
2023-02-10,On Demand,Ben Alldis,20,Strength,Bodyweight,20 min Bodyweight Strength,,,,,,,102,,,
2023-02-12,On Demand,Jess Sims,30,Strength,Bodyweight,30 min Bodyweight Strength,,,,,,,152,,,
2023-02-13,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,219,244,48%,93,22.09,5.52,298,,,
2023-02-13,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,671,248,48%,86,21.29,15.97,913,,,
2023-02-14,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,1157,258,52%,90,23.36,29.13,1575,,,
2023-02-15,On Demand,Ben Alldis,20,Strength,Bodyweight,20 min Bodyweight Strength,,,,,,,102,,,
2023-02-15,On Demand,Ben Alldis,15,Strength,Bodyweight,15 min Bodyweight Strength,,,,,,,76,,,
2023-02-16,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,212,234,48%,92,21.66,5.41,289,,,
2023-02-16,On Demand,Denis Morton,60,Cycling,Power Zone,60 min Power Zone Ride,846,235,48%,87,21.23,21.23,1151,,,
2023-02-17,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,1121,269,55%,86,23.85,28.13,1525,,,
2023-02-18,On Demand,Ben Alldis,20,Strength,Bodyweight,20 min Bodyweight Strength,,,,,,,101,,,
2023-02-18,On Demand,Ben Alldis,10,Strength,Bodyweight,10 min Bodyweight Strength,,,,,,,51,,,
2023-02-19,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,201,223,48%,87,20.64,5.16,273,,,
2023-02-19,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,705,261,50%,87,21.86,16.39,959,,,
2023-02-19,On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,25,84,38%,67,13.02,1.08,34,,,
2023-02-20,On Demand,Sam Yo,15,Cycling,Power Zone,15 min FTP Warm Up Ride,199,221,48%,90,21.31,5.32,270,,,
2023-02-20,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1368,253,53%,87,23.09,34.63,1862,,,
2023-02-21,On Demand,Sam Yo,15,Cycling,Power Zone,15 min FTP Warm Up Ride,198,220,47%,91,21.20,5.30,270,,,
2023-02-21,On Demand,Olivia Amato,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,858,238,53%,83,22.06,22.07,1167,,,
2023-02-22,On Demand,Jess Sims,30,Strength,Bodyweight,30 min Bodyweight Strength,,,,,,,152,,,
2023-02-23,On Demand,Ben Alldis,20,Strength,Bodyweight,20 min Bodyweight Strength,,,,,,,102,,,
2023-02-25,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,207,229,47%,90,21.12,5.28,281,,,
2023-02-25,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,921,256,51%,87,22.45,22.45,1254,,,
2023-02-25,On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,34,137,44%,75,17.27,1.19,46,,,
2023-02-26,On Demand,Sam Yo,15,Cycling,Power Zone,15 min FTP Warm Up Ride,189,210,47%,88,20.63,5.16,257,,,
2023-02-26,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1368,253,52%,88,23.24,34.86,1862,,,
2023-02-27,On Demand,Jess Sims,30,Strength,Bodyweight,30 min Bodyweight Strength,,,,,,,152,,,
2023-02-28,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,201,224,48%,89,20.96,5.24,274,,,
2023-02-28,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,976,271,52%,90,23.32,23.32,1327,,,
2023-03-01,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,1167,259,52%,89,23.35,29.19,1587,,,
2023-03-02,On Demand,Ben Alldis,20,Strength,Bodyweight,20 min Bodyweight Strength,,,,,,,102,,,
2023-03-03,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,218,240,48%,93,21.97,5.50,296,,,
2023-03-03,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,667,247,49%,88,21.74,16.31,908,,,
2023-03-04,On Demand,Sam Yo,15,Cycling,Power Zone,15 min FTP Warm Up Ride,195,216,47%,92,21.24,5.30,265,,,
2023-03-04,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1388,257,53%,87,23.29,34.94,1888,,,
2023-03-05,On Demand,Jess Sims,30,Strength,Bodyweight,30 min Bodyweight Strength,,,,,,,152,,,
2023-03-06,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,207,230,48%,90,21.40,5.35,282,,,
2023-03-06,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,883,245,50%,87,21.73,21.72,1201,,,
2023-03-07,On Demand,Matt Wilpers,10,Cycling,Power Zone,10 min FTP Warm Up Ride,136,227,48%,93,22.01,3.67,186,,,
2023-03-07,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,1145,254,53%,86,23.09,28.86,1558,,,
2023-03-08,On Demand,Ben Alldis,20,Strength,Bodyweight,20 min Bodyweight Strength,,,,,,,102,,,
